Settlement Date,Settlement Period,System Sell Price(£/MWh),System Buy Price(£/MWh),Net Imbalance Volume(MWh)
08/04/2019,1,52.25,52.25,195.4258
08/04/2019,2,51.9,51.9,62.2486
08/04/2019,3,32.76,32.76,-40.7968
08/04/2019,4,50.85,50.85,22.6933
08/04/2019,5,51.4,51.4,186.5092
08/04/2019,6,50.85,50.85,98.2478
08/04/2019,7,50.85,50.85,45.6794
08/04/2019,8,51.4,51.4,49.631
08/04/2019,9,51.4,51.4,27.8218
08/04/2019,10,50.5,50.5,46.7635
08/04/2019,11,55.83,55.83,321.1044
08/04/2019,12,55.55,55.55,200.4168
08/04/2019,13,56.5,56.5,52.688
08/04/2019,14,32.9,32.9,-394.5671
08/04/2019,15,33.5,33.5,-337.998
08/04/2019,16,59.89,59.89,186.9907
08/04/2019,17,76,76,172.496
08/04/2019,18,77,77,233.8473
08/04/2019,19,76,76,183.5916
08/04/2019,20,85,85,230.6793
08/04/2019,21,85,85,273.9188
08/04/2019,22,38.5,38.5,-11.6488
08/04/2019,23,32.71,32.71,-16.1426
08/04/2019,24,90,90,125.7333
08/04/2019,25,34.27,34.27,-46.3055
08/04/2019,26,32.71,32.71,-199.8599
08/04/2019,27,32.65,32.65,-312.3174
08/04/2019,28,32.71,32.71,-357.4854
08/04/2019,29,32.65,32.65,-206.0857
08/04/2019,30,32.65,32.65,-159.7921
08/04/2019,31,32.65,32.65,-191.253
08/04/2019,32,32.5,32.5,-97.1463
08/04/2019,33,32.55498,32.55498,-342.7202
08/04/2019,34,34.31,34.31,-307.2806
08/04/2019,35,34.32,34.32,-273.9169
08/04/2019,36,34.61,34.61,-108.3283
08/04/2019,37,35.15,35.15,-6.3393
08/04/2019,38,35.15,35.15,-17.6034
08/04/2019,39,35.15,35.15,-29.3829
08/04/2019,40,71.03314,71.03314,143.2224
08/04/2019,41,76,76,216.9261
08/04/2019,42,35.18,35.18,-41.06
08/04/2019,43,35.18,35.18,-39.7874
08/04/2019,44,52,52,38.5701
08/04/2019,45,55,55,509.457
08/04/2019,46,55,55,745.2
08/04/2019,47,53,53,716.0929
08/04/2019,48,50.5,50.5,576.2157
09/04/2019,1,49.88,49.88,191.8205
09/04/2019,2,50,50,58.4353
09/04/2019,3,50,50,22.1489
09/04/2019,4,50,50,300.4548
09/04/2019,5,50.25,50.25,345.7249
09/04/2019,6,50,50,107.3168
09/04/2019,7,33.1,33.1,-100.3667
09/04/2019,8,33.1,33.1,-235.8501
09/04/2019,9,33.1,33.1,-107.4251
09/04/2019,10,43.11,43.11,-97.8238
09/04/2019,11,45.37,45.37,-37.1916
09/04/2019,12,49.75,49.75,126.7388
09/04/2019,13,50,50,313.1982
09/04/2019,14,34.2,34.2,-172.9743
09/04/2019,15,34.2,34.2,-349.8657
09/04/2019,16,52.29,52.29,103.9328
09/04/2019,17,34.69,34.69,-58.503
09/04/2019,18,37.80727,37.80727,160.9645
09/04/2019,19,37.8,37.8,113.6086
09/04/2019,20,34.6,34.6,-16.5388
09/04/2019,21,25,25,-346.7992
09/04/2019,22,25,25,-257.2668
09/04/2019,23,25,25,-217.956
09/04/2019,24,25,25,-131.9793
09/04/2019,25,25,25,-113.0292
09/04/2019,26,55,55,384.5124
09/04/2019,27,55,55,427.5883
09/04/2019,28,55,55,307.7674
09/04/2019,29,52,52,180.8119
09/04/2019,30,50.8,50.8,15.2244
09/04/2019,31,35.26,35.26,-96.9434
09/04/2019,32,35.25,35.25,-166.4548
09/04/2019,33,50.75,50.75,85.0787
09/04/2019,34,35.1,35.1,-19.2595
09/04/2019,35,0,0,-328.3582
09/04/2019,36,25,25,-213.6016
09/04/2019,37,25,25,-151.0673
09/04/2019,38,50,50,40.4639
09/04/2019,39,35.28,35.28,-233.0105
09/04/2019,40,35.35,35.35,-185.4806
09/04/2019,41,35.28,35.28,-267.2638
09/04/2019,42,35.1,35.1,-172.4009
09/04/2019,43,35.1,35.1,-261.786
09/04/2019,44,25,25,-541.9146
09/04/2019,45,25,25,-195.4881
09/04/2019,46,45,45,4.5345
09/04/2019,47,51.69,51.69,146.4174
09/04/2019,48,34.6,34.6,-334.2901
10/04/2019,1,37.68,37.68,-345.8696
10/04/2019,2,37.69,37.69,-276.4222
10/04/2019,3,38.11,38.11,-20.1751
10/04/2019,4,50.6,50.6,239.682
10/04/2019,5,38.17,38.17,-37.5722
10/04/2019,6,35.1,35.1,-104.0314
10/04/2019,7,34.6,34.6,-209.5666
10/04/2019,8,34.6,34.6,-196.0833
10/04/2019,9,31.92,31.92,-167.4843
10/04/2019,10,31.92,31.92,-144.584
10/04/2019,11,35.6,35.6,-11.3438
10/04/2019,12,54.9,54.9,197.836
10/04/2019,13,59,59,656.5559
10/04/2019,14,55.2,55.2,277.1598
10/04/2019,15,35.5,35.5,-16.8738
10/04/2019,16,89.5,89.5,314.7831
10/04/2019,17,98,98,562.0179
10/04/2019,18,89,89,511.2433
10/04/2019,19,87.5,87.5,477.5423
10/04/2019,20,89,89,379.394
10/04/2019,21,84,84,159.6517
10/04/2019,22,35.1,35.1,-76.6918
10/04/2019,23,61.5,61.5,140.8393
10/04/2019,24,49.5,49.5,71.5857
10/04/2019,25,36.03,36.03,-147.8842
10/04/2019,26,35.1,35.1,-237.2219
10/04/2019,27,35.1,35.1,-584.8853
10/04/2019,28,28.75104,28.75104,-741.5301
10/04/2019,29,23,23,-613.4588
10/04/2019,30,23,23,-628.3267
10/04/2019,31,26.94443,26.94443,-773.6234
10/04/2019,32,10,10,-629.874
10/04/2019,33,35.6,35.6,-635.8987
10/04/2019,34,36.11,36.11,-198.416
10/04/2019,35,36.05,36.05,-237.5921
10/04/2019,36,36.16,36.16,-42.3959
10/04/2019,37,36.13,36.13,-229.1456
10/04/2019,38,36.16,36.16,-80.9496
10/04/2019,39,36.16,36.16,-62.0425
10/04/2019,40,75.5,75.5,91.0611
10/04/2019,41,85,85,286.5697
10/04/2019,42,75.5,75.5,31.8915
10/04/2019,43,55.02,55.02,16.0806
10/04/2019,44,38.71514,38.71514,5.276
10/04/2019,45,36.16,36.16,-435.1056
10/04/2019,46,36,36,-755.5191
10/04/2019,47,25,25,-493.7726
10/04/2019,48,35.37462,35.37462,-344.4047
11/04/2019,1,10,10,-308.2141
11/04/2019,2,29.98,29.98,-280.2815
11/04/2019,3,29.98,29.98,-202.2476
11/04/2019,4,36.16938,36.16938,-8.3946
11/04/2019,5,29.51,29.51,-214.6519
11/04/2019,6,29.51,29.51,-156.9732
11/04/2019,7,30.01,30.01,-730.9443
11/04/2019,8,30.01,30.01,-344.9857
11/04/2019,9,31.53,31.53,-87.2167
11/04/2019,10,31.53,31.53,-102.15
11/04/2019,11,34.6,34.6,-534.7846
11/04/2019,12,36.25,36.25,-400.3904
11/04/2019,13,36.26,36.26,-293.7583
11/04/2019,14,36.26,36.26,-54.3971
11/04/2019,15,36.1,36.1,-566.8913
11/04/2019,16,36.11,36.11,-315.5504
11/04/2019,17,78.33,78.33,21.1488
11/04/2019,18,36.12,36.12,-236.4931
11/04/2019,19,36.26,36.26,-72.1369
11/04/2019,20,34.6,34.6,-449.691
11/04/2019,21,35.1,35.1,-389.9102
11/04/2019,22,36.11,36.11,-375.177
11/04/2019,23,36.12,36.12,-47.9864
11/04/2019,24,36.2,36.2,-111.0611
11/04/2019,25,36.12,36.12,-264.918
11/04/2019,26,35.11,35.11,-676.0238
11/04/2019,27,35.11,35.11,-560.3377
11/04/2019,28,35.11,35.11,-617.7599
11/04/2019,29,35.11,35.11,-501.6036
11/04/2019,30,35.11,35.11,-507.9386
11/04/2019,31,35.11,35.11,-632.8462
11/04/2019,32,35.11,35.11,-479.3222
11/04/2019,33,35.4,35.4,-498.038
11/04/2019,34,35.1,35.1,-512.1396
11/04/2019,35,34.65,34.65,-734.0361
11/04/2019,36,35.68,35.68,-284.447
11/04/2019,37,0,0,-464.9687
11/04/2019,38,36.3,36.3,-40.6802
11/04/2019,39,69,69,19.5401
11/04/2019,40,36.31,36.31,-69.7157
11/04/2019,41,69,69,29.4587
11/04/2019,42,36.31,36.31,-63.8638
11/04/2019,43,69,69,59.2935
11/04/2019,44,36.31,36.31,-5.676
11/04/2019,45,36.31,36.31,-66.3931
11/04/2019,46,36.31,36.31,-53.0631
11/04/2019,47,82,82,210.4952
11/04/2019,48,56,56,155.3658
12/04/2019,1,50.2,50.2,21.9436
12/04/2019,2,36.13705,36.13705,-314.3943
12/04/2019,3,31.25,31.25,-291.7441
12/04/2019,4,31.03,31.03,-228.0666
12/04/2019,5,31.5,31.5,-59.4803
12/04/2019,6,31.5,31.5,-78.1116
12/04/2019,7,49.95,49.95,147.1273
12/04/2019,8,49.88,49.88,39.3793
12/04/2019,9,49.9,49.9,102.2599
12/04/2019,10,49.85,49.85,24.262
12/04/2019,11,36.35,36.35,-176.2347
12/04/2019,12,36.36,36.36,-93.5782
12/04/2019,13,54.74064,54.74064,47.4906
12/04/2019,14,55.15,55.15,127.4429
12/04/2019,15,36.25,36.25,-385.5925
12/04/2019,16,36.31,36.31,-311.7953
12/04/2019,17,36.32,36.32,-114.6752
12/04/2019,18,36.37,36.37,-33.422
12/04/2019,19,36.4,36.4,-55.7415
12/04/2019,20,36.31,36.31,-241.7979
12/04/2019,21,36.25,36.25,-720.9175
12/04/2019,22,36.25,36.25,-756.6238
12/04/2019,23,36.25,36.25,-609.0815
12/04/2019,24,36.25,36.25,-306.1228
12/04/2019,25,36.31,36.31,-77.634
12/04/2019,26,89,89,217.628
12/04/2019,27,50,50,389.7695
12/04/2019,28,49.2,49.2,118.4827
12/04/2019,29,79.18525,79.18525,63.55
12/04/2019,30,49,49,67.5128
12/04/2019,31,49,49,62.0081
12/04/2019,32,49.8,49.8,141.1393
12/04/2019,33,36.3,36.3,-100.3889
12/04/2019,34,35.2,35.2,-191.895
12/04/2019,35,35.8,35.8,-291.2709
12/04/2019,36,35.8,35.8,-139.6449
12/04/2019,37,53.75,53.75,37.8992
12/04/2019,38,84,84,173.1698
12/04/2019,39,36.45,36.45,-35.4526
12/04/2019,40,36.45,36.45,-20.8277
12/04/2019,41,37.5,37.5,-13.6605
12/04/2019,42,36.4,36.4,-85.3632
12/04/2019,43,59,59,160.0724
12/04/2019,44,36.52,36.52,-12.9858
12/04/2019,45,25,25,-420.9266
12/04/2019,46,35.8,35.8,-530.4574
12/04/2019,47,36.5,36.5,-132.125
12/04/2019,48,52,52,86.3931
13/04/2019,1,52,52,208.8992
13/04/2019,2,52,52,169.6298
13/04/2019,3,35.8,35.8,-175.0072
13/04/2019,4,35.8,35.8,-214.4717
13/04/2019,5,35.8,35.8,-246.524
13/04/2019,6,35.8,35.8,-153.0484
13/04/2019,7,35.8,35.8,-206.6956
13/04/2019,8,35.8,35.8,-344.3333
13/04/2019,9,35.8,35.8,-234.1808
13/04/2019,10,36.4,36.4,-193.6106
13/04/2019,11,36.25,36.25,-303.5667
13/04/2019,12,35.8,35.8,-402.5526
13/04/2019,13,35.8,35.8,-423.7777
13/04/2019,14,35.8,35.8,-183.8767
13/04/2019,15,40,40,55.1473
13/04/2019,16,65,65,134.3219
13/04/2019,17,65,65,123.1608
13/04/2019,18,22,22,-343.6896
13/04/2019,19,22,22,-682.2833
13/04/2019,20,30,30,-1047.3133
13/04/2019,21,30,30,-690.7561
13/04/2019,22,22,22,-224.9591
13/04/2019,23,49.69,49.69,130.1266
13/04/2019,24,49.68,49.68,139.4065
13/04/2019,25,49.68,49.68,126.1308
13/04/2019,26,37.45013,37.45013,-53.2831
13/04/2019,27,36.62,36.62,-230.8073
13/04/2019,28,38.52,38.52,-230.4465
13/04/2019,29,38.77,38.77,-420.0901
13/04/2019,30,38.74,38.74,-415.9961
13/04/2019,31,39.61,39.61,-480.7536
13/04/2019,32,36.5,36.5,-401.923
13/04/2019,33,35.8,35.8,-611.5288
13/04/2019,34,35.8,35.8,-657.6426
13/04/2019,35,35.8,35.8,-665.4034
13/04/2019,36,35.8,35.8,-456.4061
13/04/2019,37,22,22,-582.8258
13/04/2019,38,44.82,44.82,-313.6418
13/04/2019,39,48.8,48.8,-290.3424
13/04/2019,40,22,22,-20.7882
13/04/2019,41,61.97023,61.97023,145.6613
13/04/2019,42,59,59,22.9481
13/04/2019,43,36.63,36.63,-108.3773
13/04/2019,44,36.4,36.4,-478.9398
13/04/2019,45,22,22,-354.6332
13/04/2019,46,22,22,-318.6266
13/04/2019,47,34.52,34.52,-178.2884
13/04/2019,48,35.1,35.1,-321.8427
14/04/2019,1,25,25,-224.6343
14/04/2019,2,13,13,-365.7011
14/04/2019,3,13,13,-418.9248
14/04/2019,4,35.1,35.1,-218.0635
14/04/2019,5,13,13,-291.4271
14/04/2019,6,33.52,33.52,-112.4611
14/04/2019,7,36.29,36.29,-144.8053
14/04/2019,8,45,45,.1573
14/04/2019,9,36.25,36.25,-12.4746
14/04/2019,10,36.25,36.25,-120.6233
14/04/2019,11,37.24,37.24,-11.2209
14/04/2019,12,32.1,32.1,-170.6507
14/04/2019,13,31.04,31.04,-588.0508
14/04/2019,14,31.52,31.52,-585.2042
14/04/2019,15,32.1,32.1,-516.4955
14/04/2019,16,35,35,-157.5158
14/04/2019,17,52.1,52.1,276.2821
14/04/2019,18,51.99,51.99,120.6434
14/04/2019,19,32.8,32.8,-129.3834
14/04/2019,20,31,31,-143.4941
14/04/2019,21,31,31,-200.2979
14/04/2019,22,32,32,-386.0362
14/04/2019,23,32,32,-568.6761
14/04/2019,24,32,32,-594.6306
14/04/2019,25,32,32,-345.3185
14/04/2019,26,37.66,37.66,-91.8836
14/04/2019,27,33.98,33.98,40.1068
14/04/2019,28,33.98,33.98,29.8331
14/04/2019,29,51.04,51.04,147.0619
14/04/2019,30,57.5,57.5,350.6506
14/04/2019,31,58,58,527.376
14/04/2019,32,58,58,327.4177
14/04/2019,33,62,62,314.4923
14/04/2019,34,62,62,82.861
14/04/2019,35,32.25,32.25,-288.6245
14/04/2019,36,35,35,-257.2192
14/04/2019,37,33.53,33.53,-273.5334
14/04/2019,38,33.53,33.53,-274.9619
14/04/2019,39,35,35,-122.734
14/04/2019,40,64,64,55.5272
14/04/2019,41,64,64,148.1595
14/04/2019,42,35,35,-24.5702
14/04/2019,43,54,54,61.9137
14/04/2019,44,35,35,-43.7611
14/04/2019,45,35,35,-149.8332
14/04/2019,46,33.5,33.5,-258.19
14/04/2019,47,30.75,30.75,-514.1009
14/04/2019,48,30.35,30.35,-617.7567
15/04/2019,1,30.35,30.35,-528.5865
15/04/2019,2,25,25,-532.0415
15/04/2019,3,25,25,-280.5532
15/04/2019,4,33.19,33.19,-28.759
15/04/2019,5,25,25,-177.6927
15/04/2019,6,32.83004,32.83004,-72.525
15/04/2019,7,32.04994,32.04994,-103.7999
15/04/2019,8,18,18,-244.0367
15/04/2019,9,25,25,-184.6687
15/04/2019,10,25,25,-403.236
15/04/2019,11,31,31,-184.5571
15/04/2019,12,51,51,52.8961
15/04/2019,13,53.99,53.99,304.7237
15/04/2019,14,53.75,53.75,233.8038
15/04/2019,15,31.25,31.25,-149.3749
15/04/2019,16,53.75,53.75,29.3178
15/04/2019,17,53.75,53.75,128.5227
15/04/2019,18,53.75,53.75,43.9798
15/04/2019,19,31,31,-98.8371
15/04/2019,20,52,52,8.5441
15/04/2019,21,30.75,30.75,-315.0831
15/04/2019,22,30,30,-500.4896
15/04/2019,23,30,30,-833.5414
15/04/2019,24,30,30,-921.1474
15/04/2019,25,30,30,-921.1919
15/04/2019,26,29.01,29.01,-1051.0019
15/04/2019,27,29.01,29.01,-855.5918
15/04/2019,28,29.01,29.01,-1182.4978
15/04/2019,29,29.01,29.01,-1181.4184
15/04/2019,30,31,31,-986.2733
15/04/2019,31,35,35,-860.8051
15/04/2019,32,30,30,-561.6982
15/04/2019,33,25,25,-277.6937
15/04/2019,34,25,25,-244.6543
15/04/2019,35,32.25,32.25,-504.6937
15/04/2019,36,40.47,40.47,-163.0039
15/04/2019,37,36.8357,36.8357,104.1059
15/04/2019,38,55,55,314.6347
15/04/2019,39,55,55,329.9806
15/04/2019,40,55,55,297.3886
15/04/2019,41,59,59,465.8064
15/04/2019,42,55,55,352.9459
15/04/2019,43,55,55,669.8033
15/04/2019,44,52.05,52.05,189.4656
15/04/2019,45,32.25,32.25,-126.1582
15/04/2019,46,32.25,32.25,-198.313
15/04/2019,47,51.9,51.9,148.6232
15/04/2019,48,51.9,51.9,19.8698
16/04/2019,1,52,52,259.8313
16/04/2019,2,52,52,247.0578
16/04/2019,3,51.85,51.85,138.4809
16/04/2019,4,51.9,51.9,512.822
16/04/2019,5,51.89,51.89,395.2585
16/04/2019,6,51.85,51.85,412.2943
16/04/2019,7,51.85,51.85,452.7506
16/04/2019,8,51.9,51.9,702.3591
16/04/2019,9,52,52,686.5433
16/04/2019,10,55.11,55.11,646.1259
16/04/2019,11,59,59,644.8555
16/04/2019,12,59,59,559.2782
16/04/2019,13,59,59,562.6483
16/04/2019,14,60,60,321.6505
16/04/2019,15,65,65,130.0393
16/04/2019,16,35.85,35.85,-23.0081
16/04/2019,17,74.95,74.95,143.6627
16/04/2019,18,74.95,74.95,125.9564
16/04/2019,19,74.95,74.95,212.3868
16/04/2019,20,74.95,74.95,229.9317
16/04/2019,21,74.95,74.95,48.9723
16/04/2019,22,56,56,27.9878
16/04/2019,23,35.15,35.15,-27.936
16/04/2019,24,57,57,53.4
16/04/2019,25,64,64,38.8495
16/04/2019,26,33.25,33.25,-194.6742
16/04/2019,27,33.25,33.25,-166.0364
16/04/2019,28,32.4,32.4,-386.6628
16/04/2019,29,32.4,32.4,-207.1549
16/04/2019,30,34.04525,34.04525,-211.5323
16/04/2019,31,35.3,35.3,-305.75
16/04/2019,32,33.25,33.25,-200.3839
16/04/2019,33,74,74,30.0812
16/04/2019,34,73.95,73.95,187.5072
16/04/2019,35,32.06,32.06,-47.7739
16/04/2019,36,35.27,35.27,-10.2379
16/04/2019,37,69,69,45.5761
16/04/2019,38,77,77,160.8546
16/04/2019,39,36,36,-14.7905
16/04/2019,40,36,36,-4.7042
16/04/2019,41,36,36,-6.2378
16/04/2019,42,36,36,-6.9353
16/04/2019,43,77,77,125.0353
16/04/2019,44,35.27,35.27,-70.3417
16/04/2019,45,52.55,52.55,244.0974
16/04/2019,46,48.68,48.68,55.0654
16/04/2019,47,29.5,29.5,-303.7339
16/04/2019,48,25,25,-386.2925
17/04/2019,1,25,25,-254.4583
17/04/2019,2,25,25,-196.6137
17/04/2019,3,25,25,-261.2095
17/04/2019,4,38.45,38.45,-9.6492
17/04/2019,5,51,51,57.8845
17/04/2019,6,34,34,-1.425
17/04/2019,7,29.29,29.29,-73.9141
17/04/2019,8,50,50,13.788
17/04/2019,9,51,51,74.471
17/04/2019,10,51,51,163.2648
17/04/2019,11,43.94,43.94,90.0099
17/04/2019,12,43.94,43.94,51.526
17/04/2019,13,47.06,47.06,92.067
17/04/2019,14,48.88,48.88,161.1831
17/04/2019,15,72,72,189.4378
17/04/2019,16,89,89,619.0356
17/04/2019,17,98,98,840.1966
17/04/2019,18,98,98,931.9952
17/04/2019,19,98,98,898.2728
17/04/2019,20,90,90,389.0978
17/04/2019,21,78,78,37.6213
17/04/2019,22,35.3,35.3,-78.425
17/04/2019,23,35.3,35.3,-91.7046
17/04/2019,24,33.18,33.18,-312.3085
17/04/2019,25,55,55,39.1065
17/04/2019,26,55,55,32.201
17/04/2019,27,35.27,35.27,-180.5918
17/04/2019,28,32.11,32.11,-576.2928
17/04/2019,29,32.11,32.11,-649.4578
17/04/2019,30,33.18,33.18,-466.4493
17/04/2019,31,33.5,33.5,-267.8648
17/04/2019,32,35.36,35.36,-31.9947
17/04/2019,33,35.27,35.27,-346.587
17/04/2019,34,35.4,35.4,-125.5978
17/04/2019,35,35.4,35.4,-134.7943
17/04/2019,36,75,75,56.2157
17/04/2019,37,75,75,209.8953
17/04/2019,38,75,75,225.8499
17/04/2019,39,68.5,68.5,43.6812
17/04/2019,40,35.52,35.52,-69.9467
17/04/2019,41,35.81543,35.81543,-58.85
17/04/2019,42,35.5,35.5,-72.2959
17/04/2019,43,68.5,68.5,30.4362
17/04/2019,44,35.5,35.5,-157.5974
17/04/2019,45,34.41,34.41,-231.6156
17/04/2019,46,51,51,56.4168
17/04/2019,47,51,51,139.8432
17/04/2019,48,51,51,57.8175
18/04/2019,1,33.51,33.51,-110.9884
18/04/2019,2,33.51,33.51,-268.6446
18/04/2019,3,33.26,33.26,-299.9146
18/04/2019,4,33.51,33.51,-109.169
18/04/2019,5,33.26,33.26,-121.845
18/04/2019,6,33.26,33.26,-32.4986
18/04/2019,7,51.5,51.5,77.7902
18/04/2019,8,33.26,33.26,-60.5572
18/04/2019,9,50,50,96.6165
18/04/2019,10,51.5,51.5,181.8473
18/04/2019,11,49.9701,49.9701,288.9136
18/04/2019,12,46.45,46.45,173.8761
18/04/2019,13,55,55,158.8238
18/04/2019,14,55,55,34.0243
18/04/2019,15,34,34,-206.5076
18/04/2019,16,73.5,73.5,118.263
18/04/2019,17,78,78,288.607
18/04/2019,18,83.5,83.5,491.0512
18/04/2019,19,73.5,73.5,389.8808
18/04/2019,20,73.5,73.5,395.9726
18/04/2019,21,35.21,35.21,17.8343
18/04/2019,22,33.51,33.51,-207.3152
18/04/2019,23,55.55,55.55,110.0495
18/04/2019,24,34.44,34.44,-216.9227
18/04/2019,25,34.41,34.41,-410.7668
18/04/2019,26,33.51,33.51,-452.65
18/04/2019,27,30.01,30.01,-124.6632
18/04/2019,28,30,30,-155.4154
18/04/2019,29,53.25,53.25,27.0268
18/04/2019,30,53.26,53.26,53.1911
18/04/2019,31,53.27,53.27,362.6871
18/04/2019,32,53.26,53.26,142.3539
18/04/2019,33,33.66907,33.66907,-140.1939
18/04/2019,34,71.9,71.9,231.5202
18/04/2019,35,71.9,71.9,119.5671
18/04/2019,36,71.9,71.9,205.6921
18/04/2019,37,71.9,71.9,317.2
18/04/2019,38,74,74,516.8556
18/04/2019,39,70,70,167.5059
18/04/2019,40,70,70,103.9377
18/04/2019,41,70,70,65.8735
18/04/2019,42,70,70,120.5168
18/04/2019,43,70,70,36.957
18/04/2019,44,71.95,71.95,105.3397
18/04/2019,45,35.4,35.4,-4.7584
18/04/2019,46,34.5,34.5,-49.6
18/04/2019,47,52,52,176.4542
18/04/2019,48,33.26,33.26,-49.2223
19/04/2019,1,51,51,14.1875
19/04/2019,2,31.2,31.2,-97.6505
19/04/2019,3,29.3,29.3,-200.9637
19/04/2019,4,34.5,34.5,-89.7244
19/04/2019,5,30,30,-175.9809
19/04/2019,6,30,30,-203.294
19/04/2019,7,29.2,29.2,-310.45
19/04/2019,8,30,30,-253.275
19/04/2019,9,29.2,29.2,-246.2716
19/04/2019,10,29.2,29.2,-167.9802
19/04/2019,11,31.2,31.2,-43.7529
19/04/2019,12,31.2,31.2,-36.8668
19/04/2019,13,51.5,51.5,56.2666
19/04/2019,14,31.2,31.2,-16.7547
19/04/2019,15,30.4,30.4,-112.6621
19/04/2019,16,33.28,33.28,-84.2003
19/04/2019,17,71.95,71.95,145.1901
19/04/2019,18,71.95,71.95,148.0336
19/04/2019,19,72.03907,72.03907,277.2666
19/04/2019,20,71.95,71.95,131.2519
19/04/2019,21,33.63,33.63,-20.3472
19/04/2019,22,30.4,30.4,-150.5581
19/04/2019,23,30.4,30.4,-145.7882
19/04/2019,24,28.4,28.4,-341.209
19/04/2019,25,27.69,27.69,-372.8262
19/04/2019,26,27.6,27.6,-431.3992
19/04/2019,27,30.4,30.4,-115.8926
19/04/2019,28,26.47,26.47,-320.1929
19/04/2019,29,20,20,-376.9882
19/04/2019,30,24.92,24.92,-598.4003
19/04/2019,31,18.62,18.62,-420.6327
19/04/2019,32,29.3,29.3,-167.6631
19/04/2019,33,31.2,31.2,-223.987
19/04/2019,34,33.63,33.63,-50.4147
19/04/2019,35,33.82302,33.82302,-30.9223
19/04/2019,36,34.45,34.45,-52.5882
19/04/2019,37,36.1,36.1,-4.8173
19/04/2019,38,68.74,68.74,71.4845
19/04/2019,39,68.74,68.74,8.9132
19/04/2019,40,68.74,68.74,3.0667
19/04/2019,41,68.74,68.74,205.5083
19/04/2019,42,69.75,69.75,364.8241
19/04/2019,43,69.75,69.75,282.255
19/04/2019,44,33.77,33.77,-98.6716
19/04/2019,45,33.76,33.76,-194.4978
19/04/2019,46,31.2,31.2,-183.4478
19/04/2019,47,61.5,61.5,216.2199
19/04/2019,48,61.5,61.5,406.2734
20/04/2019,1,54,54,205.5061
20/04/2019,2,53.7,53.7,320.8318
20/04/2019,3,52.5,52.5,261.61
20/04/2019,4,53.7,53.7,298.8258
20/04/2019,5,53.49,53.49,114.1099
20/04/2019,6,53.49,53.49,6.8074
20/04/2019,7,50,50,10.1127
20/04/2019,8,54.5,54.5,18.7447
20/04/2019,9,30.6,30.6,-24.5299
20/04/2019,10,30.1,30.1,-138.2799
20/04/2019,11,30.1,30.1,-246.6668
20/04/2019,12,30.1,30.1,-336.415
20/04/2019,13,29.6,29.6,-341.3694
20/04/2019,14,29.6,29.6,-363.5872
20/04/2019,15,29.1,29.1,-411.8811
20/04/2019,16,29.1,29.1,-433.8205
20/04/2019,17,30.1,30.1,-263.9186
20/04/2019,18,30.1,30.1,-174.6837
20/04/2019,19,33.82,33.82,-10.8483
20/04/2019,20,42.70978,42.70978,53.8298
20/04/2019,21,33.82,33.82,-15.2213
20/04/2019,22,30.6,30.6,-128.5392
20/04/2019,23,33.3,33.3,-69.1309
20/04/2019,24,30.6,30.6,-113.2198
20/04/2019,25,30.6,30.6,-53.5672
20/04/2019,26,30.1,30.1,-122.4607
20/04/2019,27,30.1,30.1,-104.4611
20/04/2019,28,30.1,30.1,-95.801
20/04/2019,29,33.72,33.72,-128.7207
20/04/2019,30,33.7,33.7,-205.4241
20/04/2019,31,35.25,35.25,-97.6503
20/04/2019,32,52.88,52.88,42.5402
20/04/2019,33,30.1,30.1,-214.7785
20/04/2019,34,30.6,30.6,-77.4136
20/04/2019,35,33.3,33.3,-50.1093
20/04/2019,36,54.5,54.5,120.5378
20/04/2019,37,54.5,54.5,99.1631
20/04/2019,38,64.9,64.9,218.4086
20/04/2019,39,64.9,64.9,7.3917
20/04/2019,40,62,62,4.418
20/04/2019,41,33.85,33.85,-25.3904
20/04/2019,42,64.9,64.9,154.3606
20/04/2019,43,33.87,33.87,-8.8497
20/04/2019,44,33.87,33.87,-19.7204
20/04/2019,45,33.85,33.85,-221.5164
20/04/2019,46,33.85,33.85,-465.0895
20/04/2019,47,51,51,71.6583
20/04/2019,48,51,51,179.7568
21/04/2019,1,35.4,35.4,-23.0847
21/04/2019,2,33.86,33.86,-201.9512
21/04/2019,3,33.8,33.8,-289.9862
21/04/2019,4,33.35,33.35,-395.422
21/04/2019,5,28.6,28.6,-364.6716
21/04/2019,6,28.6,28.6,-428.7907
21/04/2019,7,27.6,27.6,-514.5431
21/04/2019,8,28.1,28.1,-454.5064
21/04/2019,9,28.1,28.1,-380.5241
21/04/2019,10,28.1,28.1,-283.4667
21/04/2019,11,28.6,28.6,-184.6453
21/04/2019,12,27.6,27.6,-164.0561
21/04/2019,13,28.1,28.1,-294.6102
21/04/2019,14,27.6,27.6,-252.4667
21/04/2019,15,27.6,27.6,-405.9764
21/04/2019,16,27.6,27.6,-240.4982
21/04/2019,17,65,65,30.8036
21/04/2019,18,34,34,-27.1583
21/04/2019,19,65,65,127.3109
21/04/2019,20,65,65,72.6691
21/04/2019,21,29.5,29.5,-38.7082
21/04/2019,22,28.1,28.1,-227.025
21/04/2019,23,29.25,29.25,-100.2084
21/04/2019,24,27.6,27.6,-278.8552
21/04/2019,25,23.38,23.38,-348.2591
21/04/2019,26,21,21,-499.1837
21/04/2019,27,23.38,23.38,-285.2127
