Settlement Date,Settlement Period,System Sell Price(£/MWh),System Buy Price(£/MWh),Net Imbalance Volume(MWh)
25/02/2020,19,46,46,23.8772
25/02/2020,20,13.5,13.5,-105.5501
25/02/2020,21,13.5,13.5,-25.2704
25/02/2020,22,13.5,13.5,-46.3418
25/02/2020,23,13.68,13.68,-6.4946
25/02/2020,24,46,46,406.9756
25/02/2020,25,46,46,477.7009
25/02/2020,26,49,49,343.3516
25/02/2020,27,70,70,392.3709
25/02/2020,28,47.9,47.9,361.7033
25/02/2020,29,70,70,584.5816
25/02/2020,30,69.9,69.9,779.6296
25/02/2020,31,48,48,547.0483
25/02/2020,32,69.99,69.99,506.2258
25/02/2020,33,48,48,307.7681
25/02/2020,34,67.1,67.1,160.4908
25/02/2020,35,67.79,67.79,381.8079
25/02/2020,36,77.29,77.29,770.9711
25/02/2020,37,79.74,79.74,801.5864
25/02/2020,38,79.79,79.79,1032.8387
25/02/2020,39,79.79,79.79,991.2482
25/02/2020,40,79.74,79.74,747.9789
25/02/2020,41,57.5,57.5,569.3797
25/02/2020,42,49.8,49.8,238.1758
25/02/2020,43,48,48,162.0833
25/02/2020,44,48,48,310.4894
25/02/2020,45,43.5,43.5,182.0083
25/02/2020,46,43.5,43.5,75.5042
25/02/2020,47,20.75,20.75,-11.9947
25/02/2020,48,20.75,20.75,-76.8042
26/02/2020,1,19.49,19.49,-318.5577
26/02/2020,2,19.41013,19.41013,-266.1693
26/02/2020,3,14.14,14.14,-388.7697
26/02/2020,4,13.94012,13.94012,-335.1556
26/02/2020,5,18.26649,18.26649,-296.1583
26/02/2020,6,21.38501,21.38501,-146.76
26/02/2020,7,21.31,21.31,-216.6198
26/02/2020,8,21.54,21.54,-133.0805
26/02/2020,9,41.95,41.95,77.6
26/02/2020,10,41.95,41.95,111.97
26/02/2020,11,24.55,24.55,-50.1149
26/02/2020,12,39.98,39.98,136.2186
26/02/2020,13,46,46,580.0308
26/02/2020,14,52,52,477.7949
26/02/2020,15,52,52,133.6153
26/02/2020,16,45.25,45.25,100.0165
26/02/2020,17,45.25,45.25,177.6818
26/02/2020,18,16.15,16.15,-67.2542
26/02/2020,19,45.25,45.25,176.2917
26/02/2020,20,45.25,45.25,42.1882
26/02/2020,21,45.25,45.25,380.8527
26/02/2020,22,45.25,45.25,248.6336
26/02/2020,23,44.85,44.85,38.7181
26/02/2020,24,44.85,44.85,45.575
26/02/2020,25,43.25,43.25,72.7722
26/02/2020,26,16.2,16.2,-157.1002
26/02/2020,27,2.35,2.35,-363.9885
26/02/2020,28,14.1,14.1,-506.7369
26/02/2020,29,14.1,14.1,-655.8735
26/02/2020,30,14.1,14.1,-318.1345
26/02/2020,31,16.55,16.55,-249.6319
26/02/2020,32,2.35,2.35,-338.4176
26/02/2020,33,2.5,2.5,-676.494
26/02/2020,34,16.55,16.55,-272.4683
26/02/2020,35,55.5,55.5,131.3441
26/02/2020,36,83,83,335.2149
26/02/2020,37,55.95,55.95,271.0843
26/02/2020,38,120,120,478.1055
26/02/2020,39,98,98,411.6778
26/02/2020,40,55.5,55.5,14.5027
26/02/2020,41,55.95,55.95,173.5665
26/02/2020,42,17.5,17.5,-87.0662
26/02/2020,43,17.1,17.1,-166.6374
26/02/2020,44,19.2,19.2,-12.2122
26/02/2020,45,17.5,17.5,-36.8393
26/02/2020,46,17.05,17.05,-165.4574
26/02/2020,47,25.91485,25.91485,-49.2016
26/02/2020,48,7.2,7.2,-147.3339
27/02/2020,1,6,6,-133.1379
27/02/2020,2,42.35,42.35,84.4399
27/02/2020,3,42.3,42.3,133.461
27/02/2020,4,31.87,31.87,-11.6931
27/02/2020,5,21.12,21.12,-11.6749
27/02/2020,6,42,42,316.9505
27/02/2020,7,41.95,41.95,227.1094
27/02/2020,8,7,7,-163.6425
27/02/2020,9,41.75,41.75,27.487
27/02/2020,10,23.48419,23.48419,-50.3296
27/02/2020,11,42.5,42.5,501.1234
27/02/2020,12,42,42,189.2362
27/02/2020,13,42.5,42.5,147.9825
27/02/2020,14,45.26,45.26,273.0598
27/02/2020,15,7.25,7.25,-318.2182
27/02/2020,16,46,46,131.1056
27/02/2020,17,50,50,199.795
27/02/2020,18,18.1,18.1,-35.5634
27/02/2020,19,46,46,149.4957
27/02/2020,20,46,46,109.1096
27/02/2020,21,17.6,17.6,-61.8531
27/02/2020,22,17.6,17.6,-168.9387
27/02/2020,23,17.15,17.15,-335.2841
27/02/2020,24,17.1,17.1,-869.0001
27/02/2020,25,17.65,17.65,-546.8099
27/02/2020,26,17.85,17.85,-695.4406
27/02/2020,27,17.92,17.92,-508.9297
27/02/2020,28,17.92,17.92,-684.7637
27/02/2020,29,17.92,17.92,-601.1532
27/02/2020,30,17.92,17.92,-383.956
27/02/2020,31,18.11,18.11,-467.4125
27/02/2020,32,18.1,18.1,-573.7226
27/02/2020,33,18.15,18.15,-251.1169
27/02/2020,34,43.5,43.5,24.1498
27/02/2020,35,52.55,52.55,57.0117
27/02/2020,36,55.9,55.9,265.5542
27/02/2020,37,55.9,55.9,701.5276
27/02/2020,38,81,81,886.1856
27/02/2020,39,55.9,55.9,552.6938
27/02/2020,40,52,52,197.1109
27/02/2020,41,18.25,18.25,-134.364
27/02/2020,42,18.25,18.25,-136.95
27/02/2020,43,44,44,16.2067
27/02/2020,44,43.7,43.7,155.4326
27/02/2020,45,42,42,195.3199
27/02/2020,46,18.35,18.35,-70.8914
27/02/2020,47,42,42,58.2694
27/02/2020,48,13.5,13.5,-271.547
28/02/2020,1,6,6,-466.6458
28/02/2020,2,6,6,-486.7286
28/02/2020,3,8.25,8.25,-358.8274
28/02/2020,4,24.41,24.41,-335.4997
28/02/2020,5,24.16,24.16,-271.025
28/02/2020,6,17.32,17.32,-161.1418
28/02/2020,7,6,6,-489.7918
28/02/2020,8,6,6,-435.785
28/02/2020,9,27.94,27.94,-247.3916
28/02/2020,10,28.52,28.52,-27.5677
28/02/2020,11,40.5,40.5,40.192
28/02/2020,12,2.2,2.2,-207.5889
28/02/2020,13,2.35,2.35,-305.4821
28/02/2020,14,10,10,-73.9191
28/02/2020,15,20.86,20.86,-4.095
28/02/2020,16,13.5,13.5,-61.8798
28/02/2020,17,13.25,13.25,-288.6462
28/02/2020,18,13.5,13.5,-602.8815
28/02/2020,19,13.7,13.7,-503.6033
28/02/2020,20,14.19,14.19,-274.8845
28/02/2020,21,14.5,14.5,-31.4416
28/02/2020,22,45,45,200.8
28/02/2020,23,45,45,218.905
28/02/2020,24,44.75,44.75,121.0929
28/02/2020,25,45,45,112.9486
28/02/2020,26,45,45,92.6832
28/02/2020,27,45,45,65.3469
28/02/2020,28,45,45,67.4479
28/02/2020,29,45.75,45.75,275.9109
28/02/2020,30,45,45,227.6974
28/02/2020,31,15.5,15.5,-120.7543
28/02/2020,32,15.6,15.6,-143.4214
28/02/2020,33,39.45,39.45,27.0207
28/02/2020,34,45,45,203.8744
28/02/2020,35,15.95,15.95,-72.6335
28/02/2020,36,45.75,45.75,200.8132
28/02/2020,37,45.75,45.75,364.2141
28/02/2020,38,45.75,45.75,149.549
28/02/2020,39,44,44,39.2009
28/02/2020,40,16.25,16.25,-18.7509
28/02/2020,41,43,43,47.492
28/02/2020,42,15.81,15.81,-151.2893
28/02/2020,43,2.35,2.35,-536.1593
28/02/2020,44,15.8,15.8,-48.9951
28/02/2020,45,18.91,18.91,-113.4874
28/02/2020,46,43,43,303.1275
28/02/2020,47,44,44,155.9607
28/02/2020,48,10.63407,10.63407,-317.9895
29/02/2020,1,9.05,9.05,-307.3333
29/02/2020,2,44,44,27.7355
29/02/2020,3,9.81004,9.81004,-221.4212
29/02/2020,4,4,4,-547.7778
29/02/2020,5,4,4,-653.5307
29/02/2020,6,4,4,-648.5354
29/02/2020,7,4,4,-485.8787
29/02/2020,8,4,4,-723.2314
29/02/2020,9,2.34,2.34,-458.4523
29/02/2020,10,2.34,2.34,-434.7418
29/02/2020,11,5.14,5.14,-262.821
29/02/2020,12,7.44,7.44,-88.6397
29/02/2020,13,37.55,37.55,138.4384
29/02/2020,14,43.8,43.8,232.0922
29/02/2020,15,10.15013,10.15013,-201.7894
29/02/2020,16,11.25005,11.25005,-8.1196
29/02/2020,17,44,44,333.4166
29/02/2020,18,44.5,44.5,551.4385
29/02/2020,19,44.5,44.5,734.0531
29/02/2020,20,44.5,44.5,491.8887
29/02/2020,21,44,44,87.7466
29/02/2020,22,44,44,19.0501
29/02/2020,23,44,44,236.5983
29/02/2020,24,15.05,15.05,-82.8655
29/02/2020,25,4,4,-398.8638
29/02/2020,26,4,4,-515.4102
29/02/2020,27,4,4,-765.0987
29/02/2020,28,2.35,2.35,-808.7999
29/02/2020,29,2.75,2.75,-799.5018
29/02/2020,30,4,4,-729.3538
29/02/2020,31,0,0,-869.9265
29/02/2020,32,2.35,2.35,-878.5423
29/02/2020,33,2.35,2.35,-582.1465
29/02/2020,34,44,44,53.004
29/02/2020,35,45.95,45.95,198.5803
29/02/2020,36,46.8,46.8,369.4067
29/02/2020,37,49,49,620.8592
29/02/2020,38,49,49,569.323
29/02/2020,39,43.98,43.98,114.2271
29/02/2020,40,39.45,39.45,14.4137
29/02/2020,41,48,48,81.7534
29/02/2020,42,13.15012,13.15012,-27.8318
29/02/2020,43,46.01,46.01,211.2117
29/02/2020,44,48,48,283.0102
29/02/2020,45,45,45,285.9822
29/02/2020,46,43,43,52.8332
29/02/2020,47,12.66,12.66,-35.784
29/02/2020,48,7.79303,7.79303,-250.5013
01/03/2020,1,7.74,7.74,-261.5437
01/03/2020,2,9.46,9.46,-193.5175
01/03/2020,3,9.76,9.76,-93.3697
01/03/2020,4,4.05022,4.05022,-358.1543
01/03/2020,5,20,20,-129.0765
01/03/2020,6,4,4,-354.5669
01/03/2020,7,2.44,2.44,-515.6248
01/03/2020,8,1.04,1.04,-637.7584
01/03/2020,9,.25,.25,-531.6084
01/03/2020,10,.75,.75,-393.4461
01/03/2020,11,4,4,-259.692
01/03/2020,12,4,4,-146.055
01/03/2020,13,4.69,4.69,-296.8864
01/03/2020,14,5.38,5.38,-190.6474
01/03/2020,15,5.75,5.75,-196.3894
01/03/2020,16,5.75,5.75,-184.2413
01/03/2020,17,4,4,-500.8168
01/03/2020,18,4,4,-305.6209
01/03/2020,19,2.35,2.35,-842.1692
01/03/2020,20,2,2,-866.352
01/03/2020,21,4,4,-610.1681
01/03/2020,22,4,4,-584.6525
01/03/2020,23,4,4,-633.4623
01/03/2020,24,4,4,-429.5136
01/03/2020,25,42,42,8.4883
01/03/2020,26,42,42,115.0575
01/03/2020,27,5.31,5.31,-131.1173
01/03/2020,28,5.15,5.15,-201.8641
01/03/2020,29,4.53,4.53,-142.8227
01/03/2020,30,4.44,4.44,-190.0721
01/03/2020,31,4,4,-454.9836
01/03/2020,32,4,4,-410.0889
01/03/2020,33,5.1,5.1,-59.8749
01/03/2020,34,42,42,6.6393
01/03/2020,35,46,46,80.7305
01/03/2020,36,46.7,46.7,236.2036
01/03/2020,37,49,49,552.4399
01/03/2020,38,49,49,510.8654
01/03/2020,39,49,49,736.9653
01/03/2020,40,46.95,46.95,311.6762
01/03/2020,41,46.7,46.7,354.3299
01/03/2020,42,45.5,45.5,73.9025
01/03/2020,43,44.5,44.5,77.0918
01/03/2020,44,44.72,44.72,179.7901
01/03/2020,45,44.5,44.5,337.326
01/03/2020,46,43.9,43.9,184.7304
01/03/2020,47,43.8,43.8,47.7715
01/03/2020,48,43.8,43.8,73.5621
02/03/2020,1,43.8,43.8,94.304
02/03/2020,2,43.8,43.8,218.5681
02/03/2020,3,43.8,43.8,200.9459
02/03/2020,4,43.8,43.8,144.2655
02/03/2020,5,43.8,43.8,122.3919
02/03/2020,6,43.8,43.8,121.9898
02/03/2020,7,43.8,43.8,28.6632
02/03/2020,8,43.8,43.8,171.511
02/03/2020,9,43.8,43.8,163.2
02/03/2020,10,43.8,43.8,205.3648
02/03/2020,11,43.9,43.9,503.5538
02/03/2020,12,45,45,809.5649
02/03/2020,13,47,47,718.7691
02/03/2020,14,47,47,657.806
02/03/2020,15,56,56,887.4845
02/03/2020,16,56,56,986.8847
02/03/2020,17,55,55,869.1609
02/03/2020,18,52,52,576.0108
02/03/2020,19,49,49,309.855
02/03/2020,20,47,47,41.5529
02/03/2020,21,18.4,18.4,-153.3414
02/03/2020,22,17.3,17.3,-416.9735
02/03/2020,23,45,45,57.9031
02/03/2020,24,45,45,180.3405
02/03/2020,25,46.5,46.5,411.0493
02/03/2020,26,30,30,-19.3731
02/03/2020,27,18.5,18.5,-152.7528
02/03/2020,28,17.53,17.53,-324.4598
02/03/2020,29,18.5,18.5,-228.7074
02/03/2020,30,17.53,17.53,-502.1769
02/03/2020,31,15,15,-881.0833
02/03/2020,32,13.9,13.9,-674.0521
02/03/2020,33,17.53,17.53,-570.7859
02/03/2020,34,43,43,162.2439
02/03/2020,35,48,48,236.6616
02/03/2020,36,49,49,356.0138
02/03/2020,37,49,49,467.3974
02/03/2020,38,49,49,381.7486
02/03/2020,39,49,49,440.8069
02/03/2020,40,48,48,207.6439
02/03/2020,41,47,47,25.566
02/03/2020,42,17.8,17.8,-163.7296
02/03/2020,43,17.8,17.8,-92.8622
02/03/2020,44,17.4,17.4,-248.4184
02/03/2020,45,8,8,-482.4474
02/03/2020,46,2.5,2.5,-521.5027
02/03/2020,47,20.25,20.25,-131.838
02/03/2020,48,20.25,20.25,-106.8752
03/03/2020,1,23.52,23.52,-127.4001
03/03/2020,2,25.17,25.17,-149.48
03/03/2020,3,29.76,29.76,-69.2999
03/03/2020,4,30.31,30.31,-217.7793
03/03/2020,5,27.35,27.35,-233.9805
03/03/2020,6,26.92,26.92,-196.3197
03/03/2020,7,26.66,26.66,-254.7366
03/03/2020,8,27.67,27.67,-174.5545
03/03/2020,9,28.91,28.91,-211.0102
03/03/2020,10,39.85,39.85,57.3576
03/03/2020,11,39.85,39.85,469.0792
03/03/2020,12,39.85,39.85,353.7745
03/03/2020,13,54.5,54.5,822.1703
03/03/2020,14,64.4,64.4,947.1677
03/03/2020,15,45,45,557.4555
03/03/2020,16,46.5,46.5,643.4684
03/03/2020,17,45,45,476.9587
03/03/2020,18,45,45,372.495
03/03/2020,19,45,45,228.1232
03/03/2020,20,44.99,44.99,128.9811
03/03/2020,21,19.5,19.5,-292.7899
03/03/2020,22,19.75,19.75,-254.6076
03/03/2020,23,19.75,19.75,-143.0649
03/03/2020,24,19.86,19.86,-34.886
03/03/2020,25,46.5,46.5,284.3668
03/03/2020,26,47.5,47.5,751.736
03/03/2020,27,57.5,57.5,894.7721
03/03/2020,28,47.5,47.5,701.1041
03/03/2020,29,52.99,52.99,615.3711
03/03/2020,30,44.75,44.75,166.3102
03/03/2020,31,45.5,45.5,305.4147
03/03/2020,32,44.75,44.75,111.6188
03/03/2020,33,44.25,44.25,51.1005
03/03/2020,34,51.4,51.4,141.8926
03/03/2020,35,59.5,59.5,313.2149
03/03/2020,36,71.9,71.9,475.4952
03/03/2020,37,54,54,271.0081
03/03/2020,38,125,125,772.5771
03/03/2020,39,59.5,59.5,357.8126
03/03/2020,40,20.4,20.4,-153.7951
03/03/2020,41,20.28468,20.28468,-269.2086
03/03/2020,42,44.13406,44.13406,5.2443
03/03/2020,43,53,53,317.1922
03/03/2020,44,50,50,140.6797
03/03/2020,45,47.5,47.5,160.1011
03/03/2020,46,20.5,20.5,-34.0856
03/03/2020,47,0,0,-382.0244
03/03/2020,48,2.1,2.1,-112.6867
04/03/2020,1,42,42,101.2838
04/03/2020,2,8.1,8.1,-.5673
04/03/2020,3,42,42,62.9254
04/03/2020,4,42,42,58.574
04/03/2020,5,41,41,27.2095
04/03/2020,6,41,41,21.4112
04/03/2020,7,41,41,6.2165
04/03/2020,8,41,41,11.299
04/03/2020,9,34.86,34.86,-78.3101
04/03/2020,10,41,41,4.3333
04/03/2020,11,39.85,39.85,249.645
04/03/2020,12,20.25,20.25,-193.8694
04/03/2020,13,20.25,20.25,-210.1786
04/03/2020,14,47.08,47.08,98.4
04/03/2020,15,21,21,-213.0215
04/03/2020,16,66,66,78.1121
04/03/2020,17,22.5,22.5,-3.4218
04/03/2020,18,22.25,22.25,-157.9473
04/03/2020,19,22.3,22.3,-128.1313
04/03/2020,20,22.55,22.55,-30.7863
04/03/2020,21,39.35322,39.35322,68.0899
04/03/2020,22,22.61,22.61,-148.2352
04/03/2020,23,0,0,-213.7775
04/03/2020,24,0,0,-140.4001
04/03/2020,25,22.8,22.8,-100.5743
04/03/2020,26,37.35,37.35,39.2118
04/03/2020,27,72,72,156.6198
04/03/2020,28,38.5978,38.5978,77.7478
04/03/2020,29,38.35,38.35,55.5023
04/03/2020,30,23.35,23.35,-115.2281
04/03/2020,31,23.35,23.35,-267.5915
04/03/2020,32,23.47,23.47,-6.817
04/03/2020,33,125,125,28.0584
04/03/2020,34,125,125,63.9333
04/03/2020,35,119.14,119.14,4.0454
04/03/2020,36,144.14,144.14,36.5128
04/03/2020,37,2242.3068,2242.3068,470.3602
04/03/2020,38,1708.0518,1708.0518,380.7808
04/03/2020,39,23.35,23.35,-161.5082
04/03/2020,40,0,0,-177.65
04/03/2020,41,25.05,25.05,-3.8625
04/03/2020,42,66.5,66.5,107.6377
04/03/2020,43,104,104,306.9872
04/03/2020,44,45,45,191.9667
04/03/2020,45,50,50,231.426
04/03/2020,46,55,55,252.4472
04/03/2020,47,23.5,23.5,-135.4056
04/03/2020,48,23.5,23.5,-156.7147
05/03/2020,1,23.5,23.5,-69.5011
05/03/2020,2,42.5,42.5,120.5251
05/03/2020,3,42.5,42.5,68.9274
05/03/2020,4,0,0,-189.1484
05/03/2020,5,0,0,-173.3118
05/03/2020,6,0,0,-199.7291
05/03/2020,7,40,40,74.702
05/03/2020,8,23.5,23.5,-74.4099
05/03/2020,9,0,0,-327.6251
05/03/2020,10,0,0,-386.2676
05/03/2020,11,0,0,-513.3889
05/03/2020,12,0,0,-830.3742
05/03/2020,13,0,0,-494.5494
05/03/2020,14,22.7,22.7,-234.5906
05/03/2020,15,22.7,22.7,-440.255
05/03/2020,16,23,23,-212.4159
05/03/2020,17,0,0,-268.6667
05/03/2020,18,0,0,-69.478
05/03/2020,19,66,66,44.5332
05/03/2020,20,87,87,378.6984
05/03/2020,21,80,80,164.7592
05/03/2020,22,41.5,41.5,58.273
05/03/2020,23,23.98,23.98,-198.103
05/03/2020,24,24,24,-124.9563
05/03/2020,25,24,24,-107.8086
05/03/2020,26,24,24,-195.6455
05/03/2020,27,25.05,25.05,-346.6246
05/03/2020,28,25,25,-419.6921
05/03/2020,29,25.35,25.35,-117.9196
05/03/2020,30,47,47,174.8622
05/03/2020,31,42.8,42.8,.8657
05/03/2020,32,25.25,25.25,-145.5278
05/03/2020,33,47,47,91.1369
05/03/2020,34,47,47,89.1222
05/03/2020,35,25.35,25.35,-325.8916
05/03/2020,36,25.35,25.35,-265.0937
05/03/2020,37,2.2,2.2,-267.7501
05/03/2020,38,23.75,23.75,-168.6959
05/03/2020,39,26,26,-5.1128
05/03/2020,40,48,48,53.1667
05/03/2020,41,26,26,-94.5307
05/03/2020,42,25.5,25.5,-224.6099
05/03/2020,43,23.75,23.75,-27.8672
05/03/2020,44,25.45,25.45,-75.3117
05/03/2020,45,25.5,25.5,-59.4963
05/03/2020,46,25.5,25.5,-59.5773
05/03/2020,47,25.7,25.7,-2.1786
05/03/2020,48,40,40,126.8336
06/03/2020,1,40,40,167.9228
06/03/2020,2,40,40,113.9022
06/03/2020,3,41.5,41.5,163.9703
06/03/2020,4,40,40,122.7762
06/03/2020,5,41.5,41.5,119.5256
06/03/2020,6,40,40,4.1
06/03/2020,7,40,40,47.3276
06/03/2020,8,30.74,30.74,-78.5633
06/03/2020,9,32.11,32.11,-143.8515
06/03/2020,10,40,40,72.747
06/03/2020,11,32,32,-29.1338
06/03/2020,12,50,50,109.0699
06/03/2020,13,50,50,125.7135
06/03/2020,14,23.9,23.9,-40.5277
06/03/2020,15,105,105,231.0791
06/03/2020,16,125,125,484.873
06/03/2020,17,105,105,287.7368
06/03/2020,18,49,49,190.2988
06/03/2020,19,32.5,32.5,43.0903
06/03/2020,20,23.8,23.8,-282.5441
06/03/2020,21,23.8,23.8,-426.1875
06/03/2020,22,23.75,23.75,-589.0867
06/03/2020,23,23.75,23.75,-462.6847
06/03/2020,24,23.8,23.8,-554.3828
06/03/2020,25,23.8,23.8,-724.7694
06/03/2020,26,23.8,23.8,-670.6499
06/03/2020,27,23.9,23.9,-533.2781
06/03/2020,28,23.9,23.9,-302.6147
06/03/2020,29,23.9,23.9,-514.821
06/03/2020,30,0,0,-500.0497
06/03/2020,31,0,0,-347.6655
06/03/2020,32,0,0,-294.8497
06/03/2020,33,24,24,-89.7794
06/03/2020,34,42.9,42.9,42.1389
06/03/2020,35,23.99,23.99,-537.9279
06/03/2020,36,24,24,-820.4643
06/03/2020,37,24.25,24.25,-43.2562
06/03/2020,38,66,66,541.4153
06/03/2020,39,48,48,208.5705
06/03/2020,40,24.3,24.3,-98.2736
06/03/2020,41,49.5,49.5,315.2977
06/03/2020,42,47,47,211.1323
06/03/2020,43,45.75,45.75,200.9428
06/03/2020,44,100,100,451.7153
06/03/2020,45,44.75,44.75,174.0753
06/03/2020,46,44,44,210.8644
06/03/2020,47,43.25,43.25,75.1659
06/03/2020,48,43.5,43.5,213.1588
07/03/2020,1,43.5,43.5,534.6211
07/03/2020,2,43.5,43.5,598.877
07/03/2020,3,43.5,43.5,762.5668
07/03/2020,4,43.5,43.5,507.1597
07/03/2020,5,24.12,24.12,-105.5074
07/03/2020,6,24.1,24.1,-455.2677
07/03/2020,7,19.66,19.66,-534.8259
07/03/2020,8,15.52,15.52,-615.548
07/03/2020,9,15.04,15.04,-526.0396
07/03/2020,10,2.2,2.2,-621.5906
07/03/2020,11,2.2,2.2,-474.3722
07/03/2020,12,2.1,2.1,-568.477
07/03/2020,13,21.13013,21.13013,-344.1827
07/03/2020,14,24.23,24.23,-182.2079
07/03/2020,15,2.35,2.35,-234.9577
07/03/2020,16,27.7,27.7,-87.3565
07/03/2020,17,11.95,11.95,-278.5661
07/03/2020,18,11.95,11.95,-176.6511
07/03/2020,19,32.51,32.51,-318.1254
07/03/2020,20,13.06,13.06,-578.1678
07/03/2020,21,0,0,-788.2131
07/03/2020,22,0,0,-1117.1576
07/03/2020,23,0,0,-828.6596
07/03/2020,24,2.1,2.1,-599.6165
07/03/2020,25,2.35,2.35,-293.6806
07/03/2020,26,2.2,2.2,-430.0923
07/03/2020,27,5,5,-252.7278
07/03/2020,28,20.17,20.17,-150.8314
07/03/2020,29,21.14,21.14,-100.272
07/03/2020,30,21.06,21.06,-80.3025
07/03/2020,31,25.38,25.38,-161.0804
07/03/2020,32,22.4,22.4,-154.5096
07/03/2020,33,2.35,2.35,-200.9625
07/03/2020,34,2.35,2.35,-224.9557
07/03/2020,35,2.1,2.1,-752.2457
07/03/2020,36,2.35,2.35,-220.9792
07/03/2020,37,29.06,29.06,-5.1405
07/03/2020,38,40,40,-60.8167
07/03/2020,39,13.57578,13.57578,-45.6122
07/03/2020,40,13.06,13.06,-209.8783
07/03/2020,41,43.75,43.75,32.3919
07/03/2020,42,27,27,-176.4802
07/03/2020,43,42.75,42.75,41.4977
07/03/2020,44,19.95,19.95,-149.4596
07/03/2020,45,19.33,19.33,-273.6067
07/03/2020,46,-9,-9,-733.2224
07/03/2020,47,-8,-8,-477.275
07/03/2020,48,-8.92,-8.92,-736.529
08/03/2020,1,-9.24,-9.24,-794.551
08/03/2020,2,1.72,1.72,-653.0764
08/03/2020,3,3.84,3.84,-326.0634
08/03/2020,4,4.81,4.81,-336.6624
08/03/2020,5,4.69,4.69,-406.942
08/03/2020,6,3.83,3.83,-286.5689
08/03/2020,7,2.5,2.5,-350.1031
08/03/2020,8,2.5,2.5,-381.8747
08/03/2020,9,4.09,4.09,-169.2691
08/03/2020,10,4.97,4.97,-93.7206
08/03/2020,11,2.5,2.5,-314.0447
08/03/2020,12,2.5,2.5,-393.5181
08/03/2020,13,2.5,2.5,-405.7856
08/03/2020,14,2.5,2.5,-356.0455
08/03/2020,15,2.5,2.5,-419.7755
08/03/2020,16,2.5,2.5,-514.2735
08/03/2020,17,2.5,2.5,-516.3391
08/03/2020,18,10.55,10.55,-90.1875
08/03/2020,19,8,8,-468.2374
08/03/2020,20,8.93,8.93,-382.7635
08/03/2020,21,11.05,11.05,-215.8791
08/03/2020,22,9.52,9.52,-306.3212
08/03/2020,23,10.63,10.63,-374.0249
08/03/2020,24,12.47,12.47,-235.8843
08/03/2020,25,7.8,7.8,-167.9937
08/03/2020,26,7.8,7.8,-147.6786
08/03/2020,27,42.75,42.75,19.9079
08/03/2020,28,42.75,42.75,23.6315
08/03/2020,29,42.75,42.75,66.0039
08/03/2020,30,14.4701,14.4701,-20.9881
08/03/2020,31,43,43,267.1806
08/03/2020,32,43.5,43.5,350.2304
08/03/2020,33,43.84,43.84,421.4611
08/03/2020,34,48,48,746.7441
08/03/2020,35,50,50,821.8462
08/03/2020,36,52,52,1097.7311
08/03/2020,37,54.9,54.9,814.9232
08/03/2020,38,54.9,54.9,935.1159
08/03/2020,39,52,52,751.7008
08/03/2020,40,50,50,413.5978
08/03/2020,41,48.84,48.84,98.1764
08/03/2020,42,46,46,147.1325
08/03/2020,43,22.24029,22.24029,-230.3713
08/03/2020,44,23.81,23.81,-239.1369
08/03/2020,45,23.36,23.36,-207.9437
08/03/2020,46,42.9,42.9,41.7534
08/03/2020,47,43,43,61.9465
08/03/2020,48,19.57,19.57,-210.3123
09/03/2020,1,19.79,19.79,-134.7268
09/03/2020,2,43.9,43.9,284.9222
09/03/2020,3,43.94,43.94,300.2247
09/03/2020,4,42.9,42.9,2.4405
09/03/2020,5,19.59,19.59,-22.6499
09/03/2020,6,19.09,19.09,-332.0222
09/03/2020,7,18.58,18.58,-336.8583
09/03/2020,8,17.83,17.83,-404.5087
09/03/2020,9,19.55,19.55,-248.7807
09/03/2020,10,2.5,2.5,-415.0939
09/03/2020,11,43.95,43.95,364.9528
09/03/2020,12,43.95,43.95,426.6329
09/03/2020,13,43.95,43.95,246.1497
09/03/2020,14,43.94,43.94,167.7407
09/03/2020,15,56.14,56.14,534.2247
09/03/2020,16,59.16437,59.16437,655.4656
09/03/2020,17,45,45,285.695
09/03/2020,18,45,45,320.7946
09/03/2020,19,50,50,262.922
09/03/2020,20,50,50,140.0749
09/03/2020,21,24.6,24.6,-46.9284
09/03/2020,22,15,15,-93.246
09/03/2020,23,43.75,43.75,24.35
09/03/2020,24,43.75,43.75,111.9843
09/03/2020,25,43.75,43.75,176.479
09/03/2020,26,15.05,15.05,-32.8305
09/03/2020,27,13.6,13.6,-222.507
09/03/2020,28,14.53,14.53,-193.0819
09/03/2020,29,1.85,1.85,-346.9721
09/03/2020,30,13.1,13.1,-647.1838
09/03/2020,31,13.75,13.75,-228.0351
09/03/2020,32,2.2,2.2,-5.4763
09/03/2020,33,42.7,42.7,339.4833
09/03/2020,34,42.45,42.45,181.9474
09/03/2020,35,47.95,47.95,301.9107
09/03/2020,36,54,54,431.1649
09/03/2020,37,47.95,47.95,250.5807
09/03/2020,38,16.15,16.15,-12.5602
09/03/2020,39,13.1,13.1,-914.1188
09/03/2020,40,2.21755,2.21755,-407.5066
09/03/2020,41,43.75,43.75,23.444
09/03/2020,42,1.85,1.85,-270.1988
09/03/2020,43,2.2,2.2,-293.2014
09/03/2020,44,15.15,15.15,-132.8425
09/03/2020,45,43,43,31.7121
09/03/2020,46,43.75,43.75,209.8015
09/03/2020,47,43,43,115.8583
09/03/2020,48,2.5,2.5,-350.5086
10/03/2020,1,2.5,2.5,-189.525
10/03/2020,2,2.5,2.5,-209.0793
10/03/2020,3,11.46,11.46,-29.0961
