,local_datetime,recordType,bmUnitID,bMUnitType,leadPartyName,ngcBMUnitName,settlementDate,settlementPeriod,timeFrom,pnLevelFrom,timeTo,pnLevelTo,activeFlag,qpnLevelFrom,qpnLevelTo,melLevelFrom,melLevelTo,milLevelFrom,milLevelTo,bidOfferAcceptanceNumber,acceptanceTime,deemedBidOfferFlag,soFlag,storProviderFlag,rrInstructionFlag,rrScheduleFlag,bidOfferLevelFrom,bidOfferLevelTo
0,2022-03-19 13:00:00+00:00,PN,2__AANGE001,S,Limejump Energy Limited,AG-ALIM02,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:05:00,0.000,Y,,,,,,,,,,,,,,,
1,2022-03-19 13:00:00+00:00,PN,2__AANGE001,S,Limejump Energy Limited,AG-ALIM02,2022-03-19,27,2022-03-19 13:05:00,0.000,2022-03-19 13:10:00,0.000,Y,,,,,,,,,,,,,,,
2,2022-03-19 13:00:00+00:00,PN,2__AANGE001,S,Limejump Energy Limited,AG-ALIM02,2022-03-19,27,2022-03-19 13:10:00,0.000,2022-03-19 13:15:00,0.000,Y,,,,,,,,,,,,,,,
3,2022-03-19 13:00:00+00:00,PN,2__AANGE001,S,Limejump Energy Limited,AG-ALIM02,2022-03-19,27,2022-03-19 13:15:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
4,2022-03-19 13:00:00+00:00,PN,2__AANGE002,S,Limejump Energy Limited,AG-ALIM03,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
5,2022-03-19 13:00:00+00:00,PN,2__ABGAS000,G,British Gas Trading Ltd,EAS-BGS01,2022-03-19,27,2022-03-19 13:00:00,-438.000,2022-03-19 13:30:00,-438.000,Y,,,,,,,,,,,,,,,
6,2022-03-19 13:00:00+00:00,PN,2__ABIZZ000,G,British Gas Trading Ltd,EAS-BIZ01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
7,2022-03-19 13:00:00+00:00,PN,2__ACNDL001,S,NEAS Energy Ltd.,PETDG-1,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:01:00,0.000,Y,,,,,,,,,,,,,,,
8,2022-03-19 13:00:00+00:00,PN,2__ACNDL001,S,NEAS Energy Ltd.,PETDG-1,2022-03-19,27,2022-03-19 13:01:00,0.000,2022-03-19 13:02:00,0.000,Y,,,,,,,,,,,,,,,
9,2022-03-19 13:00:00+00:00,PN,2__ACNDL001,S,NEAS Energy Ltd.,PETDG-1,2022-03-19,27,2022-03-19 13:02:00,0.000,2022-03-19 13:03:00,0.000,Y,,,,,,,,,,,,,,,
10,2022-03-19 13:00:00+00:00,PN,2__ACNDL001,S,NEAS Energy Ltd.,PETDG-1,2022-03-19,27,2022-03-19 13:03:00,0.000,2022-03-19 13:04:00,0.000,Y,,,,,,,,,,,,,,,
11,2022-03-19 13:00:00+00:00,PN,2__ACNDL001,S,NEAS Energy Ltd.,PETDG-1,2022-03-19,27,2022-03-19 13:04:00,0.000,2022-03-19 13:05:00,0.000,Y,,,,,,,,,,,,,,,
12,2022-03-19 13:00:00+00:00,PN,2__ACNDL001,S,NEAS Energy Ltd.,PETDG-1,2022-03-19,27,2022-03-19 13:05:00,0.000,2022-03-19 13:06:00,0.000,Y,,,,,,,,,,,,,,,
13,2022-03-19 13:00:00+00:00,PN,2__ACNDL001,S,NEAS Energy Ltd.,PETDG-1,2022-03-19,27,2022-03-19 13:06:00,0.000,2022-03-19 13:07:00,0.000,Y,,,,,,,,,,,,,,,
14,2022-03-19 13:00:00+00:00,PN,2__ACNDL001,S,NEAS Energy Ltd.,PETDG-1,2022-03-19,27,2022-03-19 13:07:00,0.000,2022-03-19 13:08:00,0.000,Y,,,,,,,,,,,,,,,
15,2022-03-19 13:00:00+00:00,PN,2__ACNDL001,S,NEAS Energy Ltd.,PETDG-1,2022-03-19,27,2022-03-19 13:08:00,0.000,2022-03-19 13:09:00,0.000,Y,,,,,,,,,,,,,,,
16,2022-03-19 13:00:00+00:00,PN,2__ACNDL001,S,NEAS Energy Ltd.,PETDG-1,2022-03-19,27,2022-03-19 13:09:00,0.000,2022-03-19 13:10:00,0.000,Y,,,,,,,,,,,,,,,
17,2022-03-19 13:00:00+00:00,PN,2__ACNDL001,S,NEAS Energy Ltd.,PETDG-1,2022-03-19,27,2022-03-19 13:10:00,0.000,2022-03-19 13:11:00,0.000,Y,,,,,,,,,,,,,,,
18,2022-03-19 13:00:00+00:00,PN,2__ACNDL001,S,NEAS Energy Ltd.,PETDG-1,2022-03-19,27,2022-03-19 13:11:00,0.000,2022-03-19 13:12:00,0.000,Y,,,,,,,,,,,,,,,
19,2022-03-19 13:00:00+00:00,PN,2__ACNDL001,S,NEAS Energy Ltd.,PETDG-1,2022-03-19,27,2022-03-19 13:12:00,0.000,2022-03-19 13:13:00,0.000,Y,,,,,,,,,,,,,,,
20,2022-03-19 13:00:00+00:00,PN,2__ACNDL001,S,NEAS Energy Ltd.,PETDG-1,2022-03-19,27,2022-03-19 13:13:00,0.000,2022-03-19 13:14:00,0.000,Y,,,,,,,,,,,,,,,
21,2022-03-19 13:00:00+00:00,PN,2__ACNDL001,S,NEAS Energy Ltd.,PETDG-1,2022-03-19,27,2022-03-19 13:14:00,0.000,2022-03-19 13:15:00,0.000,Y,,,,,,,,,,,,,,,
22,2022-03-19 13:00:00+00:00,PN,2__ACNDL001,S,NEAS Energy Ltd.,PETDG-1,2022-03-19,27,2022-03-19 13:15:00,0.000,2022-03-19 13:16:00,0.000,Y,,,,,,,,,,,,,,,
23,2022-03-19 13:00:00+00:00,PN,2__ACNDL001,S,NEAS Energy Ltd.,PETDG-1,2022-03-19,27,2022-03-19 13:16:00,0.000,2022-03-19 13:17:00,0.000,Y,,,,,,,,,,,,,,,
24,2022-03-19 13:00:00+00:00,PN,2__ACNDL001,S,NEAS Energy Ltd.,PETDG-1,2022-03-19,27,2022-03-19 13:17:00,0.000,2022-03-19 13:18:00,0.000,Y,,,,,,,,,,,,,,,
25,2022-03-19 13:00:00+00:00,PN,2__ACNDL001,S,NEAS Energy Ltd.,PETDG-1,2022-03-19,27,2022-03-19 13:18:00,0.000,2022-03-19 13:19:00,0.000,Y,,,,,,,,,,,,,,,
26,2022-03-19 13:00:00+00:00,PN,2__ACNDL001,S,NEAS Energy Ltd.,PETDG-1,2022-03-19,27,2022-03-19 13:19:00,0.000,2022-03-19 13:20:00,0.000,Y,,,,,,,,,,,,,,,
27,2022-03-19 13:00:00+00:00,PN,2__ACNDL001,S,NEAS Energy Ltd.,PETDG-1,2022-03-19,27,2022-03-19 13:20:00,0.000,2022-03-19 13:21:00,0.000,Y,,,,,,,,,,,,,,,
28,2022-03-19 13:00:00+00:00,PN,2__ACNDL001,S,NEAS Energy Ltd.,PETDG-1,2022-03-19,27,2022-03-19 13:21:00,0.000,2022-03-19 13:22:00,0.000,Y,,,,,,,,,,,,,,,
29,2022-03-19 13:00:00+00:00,PN,2__ACNDL001,S,NEAS Energy Ltd.,PETDG-1,2022-03-19,27,2022-03-19 13:22:00,0.000,2022-03-19 13:23:00,0.000,Y,,,,,,,,,,,,,,,
30,2022-03-19 13:00:00+00:00,PN,2__ACNDL001,S,NEAS Energy Ltd.,PETDG-1,2022-03-19,27,2022-03-19 13:23:00,0.000,2022-03-19 13:24:00,0.000,Y,,,,,,,,,,,,,,,
31,2022-03-19 13:00:00+00:00,PN,2__ACNDL001,S,NEAS Energy Ltd.,PETDG-1,2022-03-19,27,2022-03-19 13:24:00,0.000,2022-03-19 13:25:00,0.000,Y,,,,,,,,,,,,,,,
32,2022-03-19 13:00:00+00:00,PN,2__ACNDL001,S,NEAS Energy Ltd.,PETDG-1,2022-03-19,27,2022-03-19 13:25:00,0.000,2022-03-19 13:26:00,0.000,Y,,,,,,,,,,,,,,,
33,2022-03-19 13:00:00+00:00,PN,2__ACNDL001,S,NEAS Energy Ltd.,PETDG-1,2022-03-19,27,2022-03-19 13:26:00,0.000,2022-03-19 13:27:00,0.000,Y,,,,,,,,,,,,,,,
34,2022-03-19 13:00:00+00:00,PN,2__ACNDL001,S,NEAS Energy Ltd.,PETDG-1,2022-03-19,27,2022-03-19 13:27:00,0.000,2022-03-19 13:28:00,0.000,Y,,,,,,,,,,,,,,,
35,2022-03-19 13:00:00+00:00,PN,2__ACNDL001,S,NEAS Energy Ltd.,PETDG-1,2022-03-19,27,2022-03-19 13:28:00,0.000,2022-03-19 13:29:00,0.000,Y,,,,,,,,,,,,,,,
36,2022-03-19 13:00:00+00:00,PN,2__ACNDL001,S,NEAS Energy Ltd.,PETDG-1,2022-03-19,27,2022-03-19 13:29:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
37,2022-03-19 13:00:00+00:00,PN,2__AECOT003,S,The Renewable Energy Co Ltd,AG-AECO01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
38,2022-03-19 13:00:00+00:00,PN,2__AEDFE000,G,EDF Energy Customers Ltd,EAS-EDF01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
39,2022-03-19 13:00:00+00:00,PN,2__AEDIR000,G,British Gas Trading Ltd,EAS-EDR01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
40,2022-03-19 13:00:00+00:00,PN,2__AEELC000,G,E.ON Energy Solutions Limited,EAS-EAS01,2022-03-19,27,2022-03-19 13:00:00,-39.000,2022-03-19 13:30:00,-39.000,Y,,,,,,,,,,,,,,,
41,2022-03-19 13:00:00+00:00,PN,2__AEENG000,G,E.ON Energy Solutions Limited,EAS-EST01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
42,2022-03-19 13:00:00+00:00,PN,2__AEMEB000,G,E.ON Energy Solutions Limited,EAS-PGE01,2022-03-19,27,2022-03-19 13:00:00,-44.000,2022-03-19 13:30:00,-44.000,Y,,,,,,,,,,,,,,,
43,2022-03-19 13:00:00+00:00,PN,2__AENRD000,G,British Gas Trading Ltd,EAS-ENR01,2022-03-19,27,2022-03-19 13:00:00,-183.000,2022-03-19 13:30:00,-183.000,Y,,,,,,,,,,,,,,,
44,2022-03-19 13:00:00+00:00,PN,2__AEOND000,G,E.ON Next Energy Ltd,EAS-EON01,2022-03-19,27,2022-03-19 13:00:00,-450.000,2022-03-19 13:30:00,-450.000,Y,,,,,,,,,,,,,,,
45,2022-03-19 13:00:00+00:00,PN,2__AFLEX001,S,Flexitricity Limited,AG-AFLX01,2022-03-19,27,2022-03-19 13:00:00,1.000,2022-03-19 13:30:00,1.000,Y,,,,,,,,,,,,,,,
46,2022-03-19 13:00:00+00:00,PN,2__AFLEX002,S,Flexitricity Limited,AG-AFLX02,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
47,2022-03-19 13:00:00+00:00,PN,2__AFLEX003,S,Flexitricity Limited,AG-AFLX03,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
48,2022-03-19 13:00:00+00:00,PN,2__AFLEX004,S,Flexitricity Limited,AG-AFLX04,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
49,2022-03-19 13:00:00+00:00,PN,2__AFLEX005,S,Flexitricity Limited,AG-AFLX05,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
50,2022-03-19 13:00:00+00:00,PN,2__AHAVE000,G,Drax Energy Solutions Limited,EAS-HVN01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
51,2022-03-19 13:00:00+00:00,PN,2__AHPOW000,G,Drax Energy Solutions Limited,EAS-HPW01,2022-03-19,27,2022-03-19 13:00:00,-220.000,2022-03-19 13:30:00,-220.000,Y,,,,,,,,,,,,,,,
52,2022-03-19 13:00:00+00:00,PN,2__AHYDE000,G,OVO Electricity Ltd,EAS-SSE01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
53,2022-03-19 13:00:00+00:00,PN,2__AIMPO000,G,SSE Energy Supply Limited,EAS-ATL01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
54,2022-03-19 13:00:00+00:00,PN,2__ALOND000,G,EDF Energy Customers Ltd,EAS-LON01,2022-03-19,27,2022-03-19 13:00:00,-353.000,2022-03-19 13:30:00,-357.000,Y,,,,,,,,,,,,,,,
55,2022-03-19 13:00:00+00:00,PN,2__ALOND001,S,EDF Energy Customers Ltd,AG-AEDF01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
56,2022-03-19 13:00:00+00:00,PN,2__ALOND002,S,EDF Energy Customers Ltd,AG-AEDF02,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
57,2022-03-19 13:00:00+00:00,PN,2__ANATP000,G,Npower Commercial Gas Limited,EAS-NPE01,2022-03-19,27,2022-03-19 13:00:00,-152.000,2022-03-19 13:30:00,-152.000,Y,,,,,,,,,,,,,,,
58,2022-03-19 13:00:00+00:00,PN,2__ANORW000,G,E.ON Energy Solutions Limited,EAS-NWP01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
59,2022-03-19 13:00:00+00:00,PN,2__AOGAS000,G,British Gas Trading Ltd,EAS-OGA01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
60,2022-03-19 13:00:00+00:00,PN,2__APGEN000,G,E.ON UK plc,EAS-PGU01,2022-03-19,27,2022-03-19 13:00:00,53.000,2022-03-19 13:30:00,53.000,Y,,,,,,,,,,,,,,,
61,2022-03-19 13:00:00+00:00,PN,2__ARWED000,G,ENGIE Power Limited,EAS-GDF01,2022-03-19,27,2022-03-19 13:00:00,3.000,2022-03-19 13:30:00,3.000,Y,,,,,,,,,,,,,,,
62,2022-03-19 13:00:00+00:00,PN,2__ASEEB000,G,EDF Energy Customers Ltd,EAS-SEE01,2022-03-19,27,2022-03-19 13:00:00,-12.000,2022-03-19 13:30:00,-12.000,Y,,,,,,,,,,,,,,,
63,2022-03-19 13:00:00+00:00,PN,2__ASMAR000,G,Smartestenergy Limited,EAS-SEL01,2022-03-19,27,2022-03-19 13:00:00,38.000,2022-03-19 13:30:00,37.000,Y,,,,,,,,,,,,,,,
64,2022-03-19 13:00:00+00:00,PN,2__ASOUT000,G,OVO Electricity Ltd,EAS-STH01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
65,2022-03-19 13:00:00+00:00,PN,2__ASPOW000,G,SP Energy Retail Ltd,EAS-SPC01,2022-03-19,27,2022-03-19 13:00:00,-254.000,2022-03-19 13:30:00,-254.000,Y,,,,,,,,,,,,,,,
66,2022-03-19 13:00:00+00:00,PN,2__ASTAT001,S,Statkraft Markets Gmbh,AG-ASTK01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
67,2022-03-19 13:00:00+00:00,PN,2__ASTAT002,S,Statkraft Markets Gmbh,AG-ASTK02,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
68,2022-03-19 13:00:00+00:00,PN,2__ASTAT003,S,Statkraft Markets Gmbh,AG-ASTK03,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
69,2022-03-19 13:00:00+00:00,PN,2__ASTAT004,S,Statkraft Markets Gmbh,AG-ASTK04,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
70,2022-03-19 13:00:00+00:00,PN,2__ASTAT005,S,Statkraft Markets Gmbh,AG-ASTK05,2022-03-19,27,2022-03-19 13:00:00,-6.000,2022-03-19 13:04:00,2.000,Y,,,,,,,,,,,,,,,
71,2022-03-19 13:00:00+00:00,PN,2__ASTAT005,S,Statkraft Markets Gmbh,AG-ASTK05,2022-03-19,27,2022-03-19 13:04:00,2.000,2022-03-19 13:30:00,2.000,Y,,,,,,,,,,,,,,,
72,2022-03-19 13:00:00+00:00,PN,2__ASWAE000,G,OVO Electricity Ltd,EAS-SWA01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
73,2022-03-19 13:00:00+00:00,PN,2__ASWEB000,G,EDF Energy Customers Ltd,EAS-SWT01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
74,2022-03-19 13:00:00+00:00,PN,2__ATGPL000,G,TotalEnergies Gas & Power Ltd,EAS-TFE01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
75,2022-03-19 13:00:00+00:00,PN,2__AUKPR001,S,UK Power Reserve Limited,AG-AUKP01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
76,2022-03-19 13:00:00+00:00,PN,2__BANGE001,S,Limejump Energy Limited,AG-BLIM02,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
77,2022-03-19 13:00:00+00:00,PN,2__BBGAS000,G,British Gas Trading Ltd,EMD-BGS01,2022-03-19,27,2022-03-19 13:00:00,-204.000,2022-03-19 13:30:00,-204.000,Y,,,,,,,,,,,,,,,
78,2022-03-19 13:00:00+00:00,PN,2__BBIZZ000,G,British Gas Trading Ltd,EMD-BIZ01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
79,2022-03-19 13:00:00+00:00,PN,2__BECOT003,S,The Renewable Energy Co Ltd,AG-REC06B,2022-03-19,27,2022-03-19 13:00:00,3.000,2022-03-19 13:30:00,3.000,Y,,,,,,,,,,,,,,,
80,2022-03-19 13:00:00+00:00,PN,2__BEDFE000,G,EDF Energy Customers Ltd,EMD-EDF01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
81,2022-03-19 13:00:00+00:00,PN,2__BEDIR000,G,British Gas Trading Ltd,EMD-EDR01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
82,2022-03-19 13:00:00+00:00,PN,2__BEELC000,G,E.ON Energy Solutions Limited,EMD-EAS01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
83,2022-03-19 13:00:00+00:00,PN,2__BEENG000,G,E.ON Energy Solutions Limited,EMD-EST01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
84,2022-03-19 13:00:00+00:00,PN,2__BEMEB000,G,E.ON Energy Solutions Limited,EMD-PGE01,2022-03-19,27,2022-03-19 13:00:00,-49.000,2022-03-19 13:30:00,-49.000,Y,,,,,,,,,,,,,,,
85,2022-03-19 13:00:00+00:00,PN,2__BENRD000,G,British Gas Trading Ltd,EMD-ENR01,2022-03-19,27,2022-03-19 13:00:00,-123.000,2022-03-19 13:30:00,-123.000,Y,,,,,,,,,,,,,,,
86,2022-03-19 13:00:00+00:00,PN,2__BEOND000,G,E.ON Next Energy Ltd,EMD-EON01,2022-03-19,27,2022-03-19 13:00:00,-315.000,2022-03-19 13:30:00,-315.000,Y,,,,,,,,,,,,,,,
87,2022-03-19 13:00:00+00:00,PN,2__BFLEX001,S,Flexitricity Limited,AG-BFLX01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
88,2022-03-19 13:00:00+00:00,PN,2__BFLEX002,S,Flexitricity Limited,AG-BFLX02,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
89,2022-03-19 13:00:00+00:00,PN,2__BHAVE000,G,Drax Energy Solutions Limited,EMD-HVN01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
90,2022-03-19 13:00:00+00:00,PN,2__BHPOW000,G,Drax Energy Solutions Limited,EMD-HPW01,2022-03-19,27,2022-03-19 13:00:00,-179.000,2022-03-19 13:30:00,-179.000,Y,,,,,,,,,,,,,,,
91,2022-03-19 13:00:00+00:00,PN,2__BHYDE000,G,OVO Electricity Ltd,EMD-SSE01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
92,2022-03-19 13:00:00+00:00,PN,2__BIMPO000,G,SSE Energy Supply Limited,EMD-ATL01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
93,2022-03-19 13:00:00+00:00,PN,2__BLOND000,G,EDF Energy Customers Ltd,EMD-LON01,2022-03-19,27,2022-03-19 13:00:00,-151.000,2022-03-19 13:30:00,-152.000,Y,,,,,,,,,,,,,,,
94,2022-03-19 13:00:00+00:00,PN,2__BLOND001,S,EDF Energy Customers Ltd,AG-BEDF01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
95,2022-03-19 13:00:00+00:00,PN,2__BLOND002,S,EDF Energy Customers Ltd,AG-BEDF02,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
96,2022-03-19 13:00:00+00:00,PN,2__BMANW000,G,SP Energy Retail Ltd,EMD-MNW01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
97,2022-03-19 13:00:00+00:00,PN,2__BNATP000,G,Npower Commercial Gas Limited,EMD-NPE01,2022-03-19,27,2022-03-19 13:00:00,-151.000,2022-03-19 13:30:00,-151.000,Y,,,,,,,,,,,,,,,
98,2022-03-19 13:00:00+00:00,PN,2__BNORW000,G,E.ON Energy Solutions Limited,EMD-NWP01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
99,2022-03-19 13:00:00+00:00,PN,2__BOGAS000,G,British Gas Trading Ltd,EMD-OGA01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
100,2022-03-19 13:00:00+00:00,PN,2__BPGEN000,G,E.ON UK plc,EMD-PGU01,2022-03-19,27,2022-03-19 13:00:00,4.000,2022-03-19 13:30:00,4.000,Y,,,,,,,,,,,,,,,
101,2022-03-19 13:00:00+00:00,PN,2__BPOWQ001,S,Hartree Partners Supply UK,AG-BHAR01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
102,2022-03-19 13:00:00+00:00,PN,2__BRWED000,G,ENGIE Power Limited,EMD-GDF01,2022-03-19,27,2022-03-19 13:00:00,-29.000,2022-03-19 13:30:00,-29.000,Y,,,,,,,,,,,,,,,
103,2022-03-19 13:00:00+00:00,PN,2__BSEEB000,G,EDF Energy Customers Ltd,EMD-SEE01,2022-03-19,27,2022-03-19 13:00:00,-14.000,2022-03-19 13:30:00,-14.000,Y,,,,,,,,,,,,,,,
104,2022-03-19 13:00:00+00:00,PN,2__BSMAR000,G,Smartestenergy Limited,EMD-SEL01,2022-03-19,27,2022-03-19 13:00:00,-55.000,2022-03-19 13:30:00,-61.000,Y,,,,,,,,,,,,,,,
105,2022-03-19 13:00:00+00:00,PN,2__BSMAR002,S,Smartestenergy Limited,AG-BSMA01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
106,2022-03-19 13:00:00+00:00,PN,2__BSMAR003,S,Smartestenergy Limited,AG-BSMA02,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
107,2022-03-19 13:00:00+00:00,PN,2__BSOUT000,G,OVO Electricity Ltd,EMD-STH01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
108,2022-03-19 13:00:00+00:00,PN,2__BSPOW000,G,SP Energy Retail Ltd,EMD-SPC01,2022-03-19,27,2022-03-19 13:00:00,-196.000,2022-03-19 13:30:00,-196.000,Y,,,,,,,,,,,,,,,
109,2022-03-19 13:00:00+00:00,PN,2__BSWAE000,G,OVO Electricity Ltd,EMD-SWA01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
110,2022-03-19 13:00:00+00:00,PN,2__BSWEB000,G,EDF Energy Customers Ltd,EMD-SWT01,2022-03-19,27,2022-03-19 13:00:00,-1.000,2022-03-19 13:30:00,-1.000,Y,,,,,,,,,,,,,,,
111,2022-03-19 13:00:00+00:00,PN,2__BTGPL000,G,TotalEnergies Gas & Power Ltd,EMD-TFE01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
112,2022-03-19 13:00:00+00:00,PN,2__BUKPR001,S,UK Power Reserve Limited,AG-BUKP01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:20:00,0.000,Y,,,,,,,,,,,,,,,
113,2022-03-19 13:00:00+00:00,PN,2__BUKPR001,S,UK Power Reserve Limited,AG-BUKP01,2022-03-19,27,2022-03-19 13:20:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
114,2022-03-19 13:00:00+00:00,PN,2__CBGAS000,G,British Gas Trading Ltd,LON-BGS01,2022-03-19,27,2022-03-19 13:00:00,-194.000,2022-03-19 13:30:00,-194.000,Y,,,,,,,,,,,,,,,
115,2022-03-19 13:00:00+00:00,PN,2__CBIZZ000,G,British Gas Trading Ltd,LON-BIZ01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
116,2022-03-19 13:00:00+00:00,PN,2__CEDFE000,G,EDF Energy Customers Ltd,LON-EDF01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
117,2022-03-19 13:00:00+00:00,PN,2__CEDIR000,G,British Gas Trading Ltd,LON-EDR01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
118,2022-03-19 13:00:00+00:00,PN,2__CEELC000,G,E.ON Energy Solutions Limited,LON-EAS01,2022-03-19,27,2022-03-19 13:00:00,0.000,2022-03-19 13:30:00,0.000,Y,,,,,,,,,,,,,,,
